NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,SOURCE,WEBSITE,OWNER,BEDS,HELIPAD
CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,4741 ENGLE ROAD,CARMICHAEL,CA,95608,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,SACRAMENTO,USA,38.6334945,-121.354554349,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.crestwoodbehavioralhealth.com/,PROPRIETARY,16,N
SIERRA VISTA HOSPITAL,8001 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,120,SACRAMENTO,USA,38.46678028,-121.417111667,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://sierravistahospital.com,PROPRIETARY,120,N
THE GEORGIA CENTER FOR YOUTH,GOOSE HOLLOW ROAD,REYNOLDS,GA,31076,NOT AVAILABLE,(478) 847-2403,PSYCHIATRIC,OPEN,-999,TAYLOR,USA,32.549513575,-84.153174646,http://www.gamap2care.info/,http://www.gaadoptionresources.org/community-resources-region-01/region-8/disability-specialists-and-organizations/georgia-center-for-youth,NON-PROFIT,-999,N
SO CRESCENT BEH HLTH SYS - CRESCENT PINES CAMPUS,1000 EAGLES LANDING PARKWAY,STOCKBRIDGE,GA,30281,NOT AVAILABLE,(770) 474-8888,PSYCHIATRIC,OPEN,50,HENRY,USA,33.512976781,-84.221783203,http://www.gamap2care.info/,http://www.crescentpineshospital.com/,PROPRIETARY,50,N
PEACHFORD HOSPITAL,2151 PEACHFORD ROAD,DUNWOODY,GA,30338,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,246,DEKALB,USA,33.928737078,-84.30061446,http://www.gamap2care.info/,http://peachford.com/,PROPRIETARY,246,N
LAUREL HEIGHTS HOSPITAL,934 BRIARCLIFF ROAD,ATLANTA,GA,30306,NOT AVAILABLE,(404) 888-7860,PSYCHIATRIC,OPEN,92,DEKALB,USA,33.780089042,-84.345332201,http://www.gamap2care.info/,http://www.laurelheightshospital.com/index.htm,PROPRIETARY,92,N
GEORGIA REGIONAL HOSPITAL AT ATLANTA,3073 PANTHERSVILLE ROAD,DECATUR,GA,30034,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,334,DEKALB,USA,33.696192231,-84.274106623,http://www.gamap2care.info/,http://www.atlantareg.dhr.state.ga.us,GOVERNMENT - STATE,334,N
OCEANS BEHAVIORAL HOSPITAL OF DERIDDER,1420 BLANKENSHIP DR,DERIDDER,LA,70634,NOT AVAILABLE,(337) 460-9472,PSYCHIATRIC,OPEN,20,BEAUREGARD,USA,30.841920928,-93.311666995,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.obhd.info/,PROPRIETARY,20,N
OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,1310 HEATHER DR,OPELOUSAS,LA,70570,NOT AVAILABLE,(337) 948-8820,PSYCHIATRIC,OPEN,20,ST. LANDRY,USA,30.508208451,-92.072868738,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.obho.info/,PROPRIETARY,20,N
FOND DU LAC CTY ACUTE PSYCH UNIT,459 E FIRST ST,FOND DU LAC,WI,54935,NOT AVAILABLE,(920) 929-3500,PSYCHIATRIC,OPEN,25,FOND DU LAC,USA,43.776399545,-88.429233907,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.fdlco.wi.gov,GOVERNMENT - LOCAL,25,Y
AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA,1287 FULTON ROAD,SANTA ROSA,CA,95401,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,95,SONOMA,USA,38.450397819,-122.771626172,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.aurorasantarosa.com/,PROPRIETARY,95,N
TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,47-915 OASIS STREET,INDIO,CA,92201,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,RIVERSIDE,USA,33.700864616,-116.221625706,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.telecarecorp.com/programs/164,PROPRIETARY,16,N
HERITAGE OAKS HOSPITAL,4250 AUBURN BLVD.,SACRAMENTO,CA,95841,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,125,SACRAMENTO,USA,38.643394554,-121.364680929,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.heritageoakshospital.com,PROPRIETARY,125,N
SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,1965 LIVE OAK BOULEVARD,YUBA CITY,CA,95991,NOT AVAILABLE,(530) 822-7200,PSYCHIATRIC,OPEN,16,SUTTER,USA,39.155595609,-121.618435699,http://www.oshpd.ca.gov/HID/Facility-Listing.html,https://www.co.sutter.ca.us/doc/government/depts/hs/mh/hs_mental_health,GOVERNMENT - LOCAL,16,N
CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,2201 TUOLUMNE ST,VALLEJO,CA,94589,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,SOLANO,USA,38.130613104,-122.240998778,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.crestwoodbehavioralhealth.com,PROPRIETARY,16,N
EATING RECOVERY CENTER A BEHAVIORAL HOSPITAL FOR CHILDREN AND ADOLESCENTS,8140 E 5TH AVENUE,DENVER,CO,80230,NOT AVAILABLE,(303) 825-8584,PSYCHIATRIC,OPEN,24,DENVER,USA,39.723800455,-104.894177504,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,https://www.eatingrecoverycenter.com/recovery-centers/denver,NOT AVAILABLE,24,N
PEAK VIEW BEHAVIORAL HEALTH,7353 SISTERS GROVE,COLORADO SPRINGS,CO,80918,NOT AVAILABLE,(719) 444-8484,PSYCHIATRIC,OPEN,-999,EL PASO,USA,38.937486977,-104.712969132,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,NOT AVAILABLE,NOT AVAILABLE,-999,N
WESTEND HOSPITAL,1530 HIGHWAY 90 WEST,JENNINGS,LA,70546,NOT AVAILABLE,(337) 616-8122,PSYCHIATRIC,OPEN,20,JEFFERSON DAVIS,USA,30.231950457,-92.678375762,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,NOT AVAILABLE,NOT AVAILABLE,20,N
SEASIDE HEALTH SYSTEM,4363 CONVENTION STREET,BATON ROUGE,LA,70806,NOT AVAILABLE,(225) 238-3041,PSYCHIATRIC,OPEN,64,EAST BATON ROUGE,USA,30.449645093,-91.144912143,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.seasidehc.com/,PROPRIETARY,64,N
EATING RECOVERY CENTER BEHAVIORAL HEALTH,98 SPRUCE ST,DENVER,CO,80230,NOT AVAILABLE,(720) 532-8700,PSYCHIATRIC,OPEN,29,DENVER,USA,39.722052776,-104.894334341,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,https://www.eatingrecoverycenter.com/recovery-centers/denver,PROPRIETARY,29,N
SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,SAN DIEGO,CA,92123,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,158,SAN DIEGO,USA,32.795627582,-117.155096325,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.sharp.com,NON-PROFIT,158,N
ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH,525 OREGON STREET,VALLEJO,CA,94590,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,61,SOLANO,USA,38.117903748,-122.248893686,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.sthelenahospital.org/Behavioral/,NON-PROFIT,61,N
GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,1891 EFFIE STREET,LOS ANGELES,CA,90026,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,55,LOS ANGELES,USA,34.085241404,-118.25658079,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.gatewayshospital.org,NON-PROFIT,55,N
KEDREN COMMUNITY MENTAL HEALTH CENTER,4211 SOUTH AVALON BOULEVARD,LOS ANGELES,CA,90011,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,72,LOS ANGELES,USA,34.007299483,-118.26621008,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.kedrenmentalhealth.com,NON-PROFIT,72,N
SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BOULEVARD,SACRAMENTO,CA,95826,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,73,SACRAMENTO,USA,38.549925934,-121.414616784,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.sutterpsychiatry.org,NON-PROFIT,73,N
SOUTHWEST HEALTH CARE GEROPSYCH UNIT,1185 NORTH ELM STREET,PLATTEVILLE,WI,53818,NOT AVAILABLE,(608) 348-2331,PSYCHIATRIC,OPEN,10,GRANT,USA,42.744933673,-90.479130636,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.southwesthealth.org,NON-PROFIT,10,N
"SILVER HILL HOSPITAL, INC.",208 VALLEY RD,NEW CANAAN,CT,6840,3812,(866) 542-4455,PSYCHIATRIC,OPEN,-999,FAIRFIELD,USA,41.165406292,-73.469922819,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.silverhillhospital.org/home,NON-PROFIT,-999,N
MCLEAN SOUTHEAST,23 ISAAC STREET,MIDDLEBOROUGH,MA,2346,NOT AVAILABLE,(508) 855-2000,PSYCHIATRIC,OPEN,30,PLYMOUTH,USA,41.901679738,-70.916033524,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.mcleanhospital.org/programs/mse-adult-psychiatric-program,PROPRIETARY,30,N
THE BRIDGEWAY,21 BRIDGEWAY ROAD,NORTH LITTLE ROCK,AR,72113,NOT AVAILABLE,(501) 771-1500,PSYCHIATRIC,OPEN,100,PULASKI,USA,34.822066652,-92.354767627,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.thebridgeway.com,PROPRIETARY,100,N
PINNACLE POINTE BEHAVIORAL HEALTHCARE SYSTEM,11501 FINANCIAL CENTRE PARKWAY,LITTLE ROCK,AR,72211,NOT AVAILABLE,(501) 223-3322,PSYCHIATRIC,OPEN,-999,PULASKI,USA,34.746100603,-92.401714535,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,NOT AVAILABLE,NOT AVAILABLE,-999,N
WHITTIER PAVILION,76 SUMMER STREET,HAVERHILL,MA,1830,NOT AVAILABLE,(978) 373-8222,PSYCHIATRIC,OPEN,10,ESSEX,USA,42.778546964,-71.07317637,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.whittierhealth.com/psychiatric_hospital/,PROPRIETARY,10,N
DOROTHEA DIX PSYCHIATRIC CENTER,656 STATE STREET,BANGOR,ME,4401,NOT AVAILABLE,(207) 941-4000,PSYCHIATRIC,OPEN,100,PENOBSCOT,USA,44.817798616,-68.741420071,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,http://www.maine.gov/dhhs/ddpc/index.shtml,GOVERNMENT - STATE,100,N
CENTER FOR BEHAVIORAL MEDICINE,1000 EAST 24TH STREET,KANSAS CITY,MO,64108,NOT AVAILABLE,(816) 512-7477,PSYCHIATRIC,OPEN,-999,JACKSON,USA,39.0850532,-94.572424755,http://health.mo.gov/safety/healthservregs/directories.php,http://www.dmhonline.dmh.state.mo.us,GOVERNMENT - STATE,-999,Y
LAKELAND BEHAVIORAL HEALTH SYSTEM,440 SOUTH MARKET,SPRINGFIELD,MO,65806,NOT AVAILABLE,(417) 221-4854,PSYCHIATRIC,OPEN,122,GREENE,USA,37.205801256,-93.295218615,http://health.mo.gov/safety/healthservregs/directories.php,https://www.lakelandbehavioralhealth.com/,PROPRIETARY,122,N
BARNES-JEWISH HOSPITAL - PSYCHIATRIC SUPPORT CENTER,5355 DELMAR BLVD,ST. LOUIS,MO,63112,NOT AVAILABLE,(314) 273-0050,PSYCHIATRIC,OPEN,50,ST. LOUIS CITY,USA,38.653878312,-90.275501623,http://health.mo.gov/safety/healthservregs/directories.php,http://www.barnesjewish.org/Medical-Services/Psychiatry,NON-PROFIT,50,N
METROPOLITANO PSIQUIATRICO DE CABO ROJO,108 MUNOZ RIVERA STREET,CABO ROJO PUEBLO,PR,623,NOT AVAILABLE,(787) 851-2025,PSYCHIATRIC,OPEN,43,CABO ROJO,PRI,18.085732297,-67.147327525,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,PROPRIETARY,43,N
HAMPTON BEHAVIORAL HEALTH CENTER,650 RANCOCAS ROAD,WESTAMPTON TOWNSHIP,NJ,8060,NOT AVAILABLE,(609) 267-7000,PSYCHIATRIC,OPEN,110,BURLINGTON,USA,40.008191218,-74.846858197,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.hamptonhospital.com,PROPRIETARY,110,N
TRENTON PSYCHIATRIC HOSPITAL,100 SULLIVAN WAY,TRENTON,NJ,8618,NOT AVAILABLE,(609) 633-1500,PSYCHIATRIC,OPEN,400,MERCER,USA,40.243557842,-74.805436245,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.state.nj.us/humanservices/dmhs/oshm/tph/,GOVERNMENT - STATE,400,N
WESTERN STATE HOSPITAL,9601 STEILACOOM BOULEVARD SW,LAKEWOOD,WA,98498,7213,(253) 582-8900,PSYCHIATRIC,OPEN,659,PIERCE,USA,47.178319985,-122.565734981,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,https://www.dshs.wa.gov/bha/division-state-hospitals/western-state-hospital,GOVERNMENT - STATE,659,N
EASTERN STATE HOSPITAL,850 MAPLE ST,MEDICAL LAKE,WA,99022,NOT AVAILABLE,(509) 299-4351,PSYCHIATRIC,OPEN,195,SPOKANE,USA,47.573145633,-117.693950677,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,https://www.dshs.wa.gov/bha/division-state-hospitals/eastern-state-hospital-overview,GOVERNMENT - STATE,195,N
SHICK SHADEL HOSPTIAL,12101 AMBAUM BLVD. S.W,SEATTLE,WA,98146,NOT AVAILABLE,(206) 244-8100,PSYCHIATRIC,OPEN,63,KING,USA,47.49433229,-122.350698997,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,www.schickshadel.com,PROPRIETARY,63,N
BHC FAIRFAX HOSPITAL,10200 NE 132ND ST,KIRKLAND,WA,98034,NOT AVAILABLE,(425) 821-2000,PSYCHIATRIC,OPEN,95,KING,USA,47.719122153,-122.204273414,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,www.fairfaxhospital.com,PROPRIETARY,95,N
CHILD STUDY AND TREATMENT CENTER,8805 STEILACOOM BOULEVARD SW,LAKEWOOD,WA,98498,7213,(253) 756-2504,PSYCHIATRIC,OPEN,47,PIERCE,USA,47.180956428,-122.564431036,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,https://www.dshs.wa.gov/bha/division-state-hospitals/child-study-and-treatment-center,GOVERNMENT - STATE,47,N
RICHMOND UNIVERSITY MEDICAL CENTER - BAYLEY SETON CAMPUS,75 VANDERBILT AVE,STATEN ISLAND,NY,10304,NOT AVAILABLE,(718) 390-6000,PSYCHIATRIC,OPEN,25,RICHMOND,USA,40.622427822,-74.075354595,https://profiles.health.ny.gov/hospital/county_or_region/,http://rumcsi.org/main/behavioralhealth.aspx,NON-PROFIT,25,N
OSWEGO HOSPITAL - ALVIN L KRAKAU COMM MTL HEALTH CENTER DIV,74 BUNNER STREET,OSWEGO,NY,13126,NOT AVAILABLE,(315) 349-5526,PSYCHIATRIC,OPEN,32,OSWEGO,USA,43.448561999,-76.489916857,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.oswegohealth.org,NON-PROFIT,32,N
CAPITAL DISTRICT PSYCHIATRIC CENTER,75 NEW SCOTLAND AVE,ALBANY,NY,12208,NOT AVAILABLE,(518) 549-6000,PSYCHIATRIC,OPEN,-999,ALBANY,USA,42.654490713,-73.780202854,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.omh.ny.gov/omhweb/facilities/cdpc/,GOVERNMENT - STATE,-999,N
"BRUNSWICK HOSPITAL CENTER, INC",81 LOUDEN AVENUE,AMITYVILLE,NY,11701,NOT AVAILABLE,(631) 789-7225,PSYCHIATRIC,OPEN,124,SUFFOLK,USA,40.685236608,-73.421145351,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.brunswickhospitalcenter.org/,PROPRIETARY,124,N
MILDRED MITCHELL-BATEMAN HOSPITAL,1530 NORWAY AVENUE,HUNTINGTON,WV,25709,NOT AVAILABLE,(304) 525-7800,PSYCHIATRIC,OPEN,90,CABELL,USA,38.412765593,-82.41330097,https://ohflac.wvdhhr.org/Apps/Lookup/FacilitySearch,http://www.batemanhospital.org,GOVERNMENT - STATE,90,N
TRISTAR SKYLINE MADISON CAMPUS,500 HOSPITAL DRIVE,MADISON,TN,37115,NOT AVAILABLE,(615) 865-0300,PSYCHIATRIC,OPEN,172,DAVIDSON,USA,36.254361098,-86.682104623,https://apps.health.tn.gov/FacilityListings,http://tristarskylinemadison.com/,PROPRIETARY,172,Y
PARKRIDGE VALLEY ADULT SERVICES,7351 COURAGE WAY,CHATTANOOGA,TN,37421,NOT AVAILABLE,(423) 499-2300,PSYCHIATRIC,OPEN,50,HAMILTON,USA,35.053720689,-85.143220876,https://apps.health.tn.gov/FacilityListings,http://parkridgevalley.com/service/adult-and-senior-care,PROPRIETARY,50,N
TRUSTPOINT HOSPITAL,1009 NORTH THOMPSON LANE,MURFREESBORO,TN,37129,NOT AVAILABLE,(615) 867-1111,PSYCHIATRIC,OPEN,101,RUTHERFORD,USA,35.863891333,-86.430328056,https://apps.health.tn.gov/FacilityListings,http://www.trustpointhospital.com/,PROPRIETARY,101,N
OSAWATOMIE STATE HOSPITAL PSYCHIATRIC,500 STATE HOSPITAL DRIVE,OSAWATOMIE,KS,66064,NOT AVAILABLE,(913) 755-7000,PSYCHIATRIC,OPEN,176,MIAMI,USA,38.513615535,-94.939942711,http://www.kdheks.gov/bhfr/fac_list/,http://www.srskansas.org/osh/osh-rmhf_info.html,GOVERNMENT - STATE,176,N
NORFOLK REGIONAL CENTER,1700 NORTH VICTORY RD,NORFOLK,NE,68701,NOT AVAILABLE,(402) 370-3400,PSYCHIATRIC,OPEN,150,MADISON,USA,42.050697946,-97.384269106,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,http://www.hhss.ne.gov/beh/rc/nrcserv.htm,GOVERNMENT - STATE,150,N
OCEANS BEHAVIORAL HOSPITAL OF ABILENE,4225 WOODS PLACE,ABILENE,TX,79602,NOT AVAILABLE,(325) 698-6600,PSYCHIATRIC,OPEN,92,TAYLOR,USA,32.399994543,-99.739366657,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,https://oceanshealthcare.com/abilene,PROPRIETARY,92,N
CEDAR CREST HOSPITAL,3500 IH 35 SOUTH,BELTON,TX,76513,NOT AVAILABLE,(254) 939-2100,PSYCHIATRIC,OPEN,88,BELL,USA,31.02135915,-97.476806965,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.cedarcresthospital.com,PROPRIETARY,88,N
BIG SPRING STATE HOSPITAL,1901 NORTH HIGHWAY 87,BIG SPRING,TX,79720,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,200,HOWARD,USA,32.270524075,-101.497911641,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.dshs.state.tx.us/mhhospitals/BigSpringSH/default.shtm,GOVERNMENT - STATE,200,N
MAYHILL HOSPITAL,2809 SOUTH MAYHILL ROAD,DENTON,TX,76208,NOT AVAILABLE,(940) 239-3000,PSYCHIATRIC,OPEN,60,DENTON,USA,33.175792185,-97.086822382,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.mayhillhospital.com,PROPRIETARY,60,N
GLEN OAKS HOSPITAL,301 EAST DIVISION ST.,GREENVILLE,TX,75402,NOT AVAILABLE,(903) 454-6000,PSYCHIATRIC,OPEN,54,HUNT,USA,33.123696031,-96.08228748,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.glenoakshospital.com,PROPRIETARY,54,N
WEST OAKS HOSPITAL.,6500 HORNWOOD DRIVE,HOUSTON,TX,77074,NOT AVAILABLE,(713) 995-0909,PSYCHIATRIC,OPEN,144,HARRIS,USA,29.709251365,-95.498083998,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.westoakshospital.com,PROPRIETARY,144,N
INTRACARE NORTH HOSPITAL,1120 CYPRESS STATION,HOUSTON,TX,77090,NOT AVAILABLE,(281) 893-7200,PSYCHIATRIC,OPEN,90,HARRIS,USA,30.023656256,-95.440274925,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.intracare.org,NON-PROFIT,90,N
SUN BEHAVIORAL HOUSTON,7601 FANNIN STREET,HOUSTON,TX,77054,NOT AVAILABLE,(713) 796-2273,PSYCHIATRIC,OPEN,148,HARRIS,USA,29.690588431,-95.401081205,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.sunhouston.com/,PROPRIETARY,148,N
RECOVERY INNOVATIONS - RECOVERY RESPONSE CENTER,17506 RED OAK DRIVE,HOUSTON,TX,77090,NOT AVAILABLE,(281) 377-5070,PSYCHIATRIC,OPEN,24,HARRIS,USA,30.02680386,-95.449928844,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,https://riinternational.com/,PROPRIETARY,24,N
TEXAS HEALTH SEAY BEHAVIORAL HEALTH CENTER PLANO,6110 WEST PARKER ROAD,PLANO,TX,75093,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,48,COLLIN,USA,33.04329279,-96.835096221,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,https://www.texashealth.org/behavioral-health/Pages/default.aspx,NON-PROFIT,48,Y
WILSON N JONES REGIONAL MEDICAL CENTER - BEHAVIORAL HEALTH SERVICES,1111 GALLAGHER ROAD,SHERMAN,TX,75090,NOT AVAILABLE,(903) 870-7322,PSYCHIATRIC,OPEN,20,GRAYSON,USA,33.673874067,-96.604491091,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.wnj.org/Behavioral-Health,NON-PROFIT,20,Y
NORTH TEXAS STATE HOSPITAL,4730 COLLEGE DRIVE,VERNON,TX,76384,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,640,WILBARGER,USA,34.155352954,-99.325982745,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.dshs.state.tx.us/mhhospitals/NorthTexasSH/default.shtm,GOVERNMENT - STATE,640,N
RED RIVER HOSPITAL,1505 8TH STREET,WICHITA FALLS,TX,76301,NOT AVAILABLE,(940) 322-3171,PSYCHIATRIC,OPEN,74,WICHITA,USA,33.906307248,-98.501340634,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.redriverhospital.com,PROPRIETARY,74,N
MEDICAL CITY GREEN OAKS HOSPITAL,7808 CLODUS FIELDS DRIVE,DALLAS,TX,75251,NOT AVAILABLE,(972) 991-9504,PSYCHIATRIC,OPEN,124,DALLAS,USA,32.912804431,-96.771265285,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.greenoakspsych.com,PROPRIETARY,124,Y
OCEANS BEHAVIORAL HEALTHCARE OF LONGVIEW,615 CLINIC DRIVE,LONGVIEW,TX,75605,5172,(318) 797-6785,PSYCHIATRIC,OPEN,24,GREGG,USA,32.537334511,-94.73455975,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://oceanslongview.com/,PROPRIETARY,24,N
SUNDANCE HOSPITAL,7000 US HIGHWAY 287,ARLINGTON,TX,76001,2805,(817) 222-9191,PSYCHIATRIC,OPEN,116,TARRANT,USA,32.627997959,-97.177851121,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,NOT AVAILABLE,PROPRIETARY,116,N
THE MENNINGER CLINIC,12301 SOUTH MAIN STREET,HOUSTON,TX,77035,6207,NOT AVAILABLE,PSYCHIATRIC,OPEN,120,HARRIS,USA,29.646370139,-95.457580189,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.menningerclinic.com/,NON-PROFIT,120,N
METROPLEX PAVILION,2407 SOUTH CLEAR CREEK ROAD,KILLEN,TX,76549,NOT AVAILABLE,(254) 519-8328,PSYCHIATRIC,OPEN,60,BELL,USA,31.111665311,-97.802741568,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.mplex.org/careservices/behavioralhealth.aspx,NON-PROFIT,60,Y
NIX BEHAVIORAL HEALTH CENTER,1975 BABCOCK RD,SAN ANTONIO,TX,78229,NOT AVAILABLE,(210) 271-2188,PSYCHIATRIC,OPEN,73,BEXAR,USA,29.499649831,-98.576729485,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,https://nixhealth.com/home/departments-and-services/dep-and-services-behavioral-health?headerbar=3,PROPRIETARY,73,N
NIX SPECIALTY HEALTH CENTER,4330 VANCE JACKSON,SAN ANTONIO,TX,78216,NOT AVAILABLE,(210) 341-2633,GENERAL ACUTE CARE,OPEN,94,BEXAR,USA,29.515198373,-98.532696086,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.nixhealth.com,PROPRIETARY,94,N
OCEANS BEHAVIORAL HOSPITAL OF KATY,455 PARK GROVE LANE,KATY,TX,77450,NOT AVAILABLE,(281) 492-8888,PSYCHIATRIC,OPEN,48,HARRIS,USA,29.777964097,-95.748540472,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://oceanskaty.com/,PROPRIETARY,48,N
ROCK SPRINGS,700 SOUTHEAST INNER LOOP,GEORGETOWN,TX,78626,NOT AVAILABLE,(512) 819-9400,PSYCHIATRIC,OPEN,72,WILLIAMSON,USA,30.606040652,-97.673464891,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.rockspringshealth.com/,PROPRIETARY,72,N
BEACON CHILDREN'S HOSPITAL,150 HOSPITAL DRIVE,LUVERNE,AL,36049,NOT AVAILABLE,(334) 213-0504,PSYCHIATRIC,OPEN,28,CRENSHAW,USA,31.694588547,-86.26319151,http://dph1.adph.state.al.us/FacilitiesDirectory,http://beaconchildrenshospital.com/,PROPRIETARY,28,Y
EASTPOINTE HOSPITAL,7400 ROPER LANE,DAPHNE,AL,36526,NOT AVAILABLE,(251) 450-5901,PSYCHIATRIC,OPEN,66,BALDWIN,USA,30.635289146,-87.895139097,http://dph1.adph.state.al.us/FacilitiesDirectory,http://www.altapointe.org/eastpointe.php,PROPRIETARY,66,N
HAWAII STATE HOSPITAL,45-710 KEAAHALA RD,KANEOHE,HI,96744,NOT AVAILABLE,(808) 247-2191,PSYCHIATRIC,OPEN,178,HONOLULU,USA,21.405132488,-157.81585488,https://data.hawaii.gov/Health/Hospitals-in-Hawaii/rwns-g4bn/data,http://www.hshweb.health.state.hi.us,GOVERNMENT - STATE,178,N
